"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region I","Ilocos Norte","Dingras I",320806,"Dingras NHS/Lt. Edgar Foz Mem. NHS (Barong Campus)","Sitio 6","DINGRAS","2nd District","BARONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras I",320807,"San Marcelino National High School","Sitio Sta. Clara, San Marcelino, Dingras, Ilocos Norte","DINGRAS","2nd District","SAN MARCELINO (PADONG)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras I",320808,"Dingras NHS/Lt. Edgar Foz Mem. NHS (San Marcos Campus)","Sittio Bakir","DINGRAS","2nd District","SAN ESTEBAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras I",320809,"Dingras NHS/Lt. Edgar Foz Mem. NHS- (Sulquiano Campus)","-","DINGRAS","2nd District","SULQUIANO (SIDIRAN)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras I",320810,"SUYO NATIONAL HIGH SCHOOL","Dona Josefa Road-Ilocos Norte-Kalinga Road","DINGRAS","2nd District","SUYO","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras II",100128,"Bacsil ES","Bacsil","DINGRAS","2nd District","BACSIL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100129,"Capasan ES","Capasan","DINGRAS","2nd District","CAPASAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100130,"Dingras West CES","Salaknib","DINGRAS","2nd District","MADAMBA (POB.)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100131,"Espiritu ES","Provincial Road, Espiritu, Dingras, Ilocos Norte","DINGRAS","2nd District","ESPIRITU","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100132,"Hilaria Salvatierra Mem. ES","Foz","DINGRAS","2nd District","FOZ","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100133,"Mandaloque ES","Mandaloque","DINGRAS","2nd District","MANDALOQUE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100134,"Peralta ES","Peralta (Poblacion)","DINGRAS","2nd District","PERALTA (POB.)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100135,"San Esteban ES","San Esteban","DINGRAS","2nd District","SAN ESTEBAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100136,"Sagpatan ES","PASWI","DINGRAS","2nd District","SAGPATAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100137,"San Marcos ES","Bessang","DINGRAS","2nd District","SAN MARCOS","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",100138,"Suyo ES","Suyo","DINGRAS","2nd District","SUYO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",150013,"Bagut ES","Bagut","DINGRAS","2nd District","BAGUT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Dingras II",300015,"Dingras NHS/Lt. Edgar Foz Mem. NHS","-ROOT, Madamba, Dingras, Ilocos Norte","DINGRAS","2nd District","MADAMBA (POB.)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Dingras II",400012,"St. Joseph Institute of Dingras, Inc.","Brgy. Madamba, Dingras, Ilocos Norte","DINGRAS","2nd District","MADAMBA (POB.)","Private","Partially Urban","Non-Sectarian","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",100139,"Acnam-Caray ES","Caray","NUEVA ERA","2nd District","CARAY","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100140,"Barangobong E/S","Barangobong","NUEVA ERA","2nd District","BARANGOBONG","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100141,"Biding ES","Brgy. Valdez, Marcos, Ilocos Norte","MARCOS","2nd District","VALDEZ (BIDING)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100142,"Cabittauran ES","Cabittauran","NUEVA ERA","2nd District","CABITTAURAN","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100143,"Cacafean ES","Cacafean, Marcos, Ilocos Norte","MARCOS","2nd District","CACAFEAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100144,"Elizabeth ES","-Brgy. Elizabeth, Marcos, Ilocos Norte","MARCOS","2nd District","ELIZABETH (CULAO)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100145,"Escoda ES","Sitio Balbalay,Bgy. Escoda, Marcos, Ilocos Norte","MARCOS","2nd District","ESCODA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100146,"F. Daquioag Mem. ES","Daquioag","MARCOS","2nd District","DAQUIOAG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100147,"Ferdinand ES","Ferdinand, Marcos, Ilocos Norte","MARCOS","2nd District","FERDINAND","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100148,"Fortuna ES","Fortuna","MARCOS","2nd District","FORTUNA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100149,"Garnaden ES","Garnaden","NUEVA ERA","2nd District","GARNADEN","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100150,"Imelda ES","Imelda (Capariaan)","MARCOS","2nd District","IMELDA (CAPARIAAN)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100151,"Mabuti ES","Brgy. Mabuti, Marcos, Ilocos Norte","MARCOS","2nd District","MABUTI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100152,"Marcos Central School","Lydia (Poblacion), Marcos, Ilocos Norte","MARCOS","2nd District","LYDIA (POB.)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100153,"Naguilian Elementary School","Barangay 6, Naguilian","NUEVA ERA","2nd District","NAGUILLAN (PAGPAG-ONG)","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100154,"Nueva Era Central Elementary School","Poblacion","NUEVA ERA","2nd District","POBLACION","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100155,"Pacifico ES","Pacifico","MARCOS","2nd District","PACIFICO (AGUNIT)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100156,"Santiago ES","Santiago","MARCOS","2nd District","SANTIAGO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100157,"Santo Nino ES","Santo Nino","NUEVA ERA","2nd District","SANTO NINO","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",100158,"Tabucbuc Elementary School","Don Andres","MARCOS","2nd District","TABUCBUC (RAGAS)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",150018,"Barikir ES","Barikir, Nueva Era, Ilocos Norte","NUEVA ERA","2nd District","BARIKIR","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",150019,"Bugayong Elementary Sch.","Bugayong","NUEVA ERA","2nd District","BUGAYONG","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",300020,"Marcos NHS","Barangay Lydia","MARCOS","2nd District","LYDIA (POB.)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",300022,"NUEVA ERA NATIONAL HIGH SCHOOL","POBLACION #1","NUEVA ERA","2nd District","POBLACION","Public","Rural","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",320811,"Marcos NHS (Agunit Campus)","Municipal Rd.","MARCOS","2nd District","PACIFICO (AGUNIT)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",320812,"Marcos NHS (Santiago Campus)","Along Brgy. Santiago Provincial Road","MARCOS","2nd District","SANTIAGO","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",320820,"Adriano P. Arzadon NHS","Cabittauran, Ilocos Norte","NUEVA ERA","2nd District","CABITTAURAN","Public","Rural","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Marcos-Nuev",410020,"Kids'  Kollege, Marcos I. Norte, Inc.","Kalungbuyan, Brgy. Lydia, Marcos, Ilocos Norte","MARCOS","2nd District","LYDIA (POB.)","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Ilocos Norte","Marcos-Nuev",500594,"Uguis Integrated School","Brgy. 9 Nueva Era, Ilocos Norte","NUEVA ERA","2nd District","UGUIS","Public","Rural","DepED Managed","All Offering (K to 12)"
"Region I","Ilocos Norte","Adams-Pagud",100160,"Adams CES","Pob. 1, Adams, Ilocos Norte","ADAMS","1st District","ADAMS (POB.)","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100161,"Aggasi ES","Aggasi","PAGUDPUD","1st District","AGGASI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100162,"Balaoi ES","Brgy. Balaoi, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","BALAOI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100163,"Bucarot PS","Bucarot, Adams, Ilocos Norte","ADAMS","1st District","ADAMS (POB.)","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100164,"Burayoc ES","Brgy. 3 Burayoc","PAGUDPUD","1st District","BURAYOC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100165,"Caparispisan PS","Caparispisan","PAGUDPUD","1st District","CAPARISPISAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100166,"Caunayan Elementary School","Brgy. Caunayan, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","CAUNAYAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100167,"Dampig ES","Brgy. Dampig, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","DAMPIG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100168,"Gamaban ES","Balaoi","PAGUDPUD","1st District","BALAOI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100169,"Luzong ES","Provincial Road, Brgy. Baduang, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","BADUANG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100170,"Luzuyo PS","Brgy. 3 Burayoc, Pagudpud,Ilocos Norte","PAGUDPUD","1st District","BURAYOC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100171,"Pagudpud Central Elementary School","Poblacion 2, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","POBLACION  2","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100172,"Pagudpud South CES","Aglipay St., Poblacion 1, Pagudpud Ilocos Norte","PAGUDPUD","1st District","POBLACION  1","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100173,"Pancian ES","Pancian, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","PANCIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100174,"Pasaleng ES","Brgy. Pasaleng, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","PASALENG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100175,"Saguigui ES","Saguigui, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","SAGUIGUI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100176,"Saud ES","Saud, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","SAUD","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100177,"Subec ES","Subec, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","SUBEC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",100179,"Tarrag PS","Tarrag, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","TARRAG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",150007,"MALAGGAO PS","Malaggao, Adams, Ilocos Norte","ADAMS","1st District","ADAMS (POB.)","Public","Rural","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Adams-Pagud",300001,"Adams National High School","Baraoabao St., Poblacion, Adams, Ilocos Norte","ADAMS","1st District","ADAMS (POB.)","Public","Rural","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Adams-Pagud",300019,"Luzong NHS","Purok Rangpaya, Baduang, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","BADUANG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Adams-Pagud",300024,"PAGUDPUD NHS","Brgy. Poblacion 2, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","POBLACION  2","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Adams-Pagud",300026,"Pasaleng National High School","Pasaleng, Pagudpud,Ilocos Norte","PAGUDPUD","1st District","PASALENG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Adams-Pagud",400015,"St. Jude High School of Pagudpud Ilocos Norte Inc","PROVINCIAL RD., BRGY. POBLACION, PAGUDPUD, ILOCOS NORTE","PAGUDPUD","1st District","POBLACION  2","Private","Partially Urban","Sectarian","JHS with SHS"
"Region I","Ilocos Norte","Adams-Pagud",410021,"God Father Learning Center of Pagudpud","bonifacio, Poblacion 2, Pagudpud, Ilocos Norte","PAGUDPUD","1st District","POBLACION  2","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Ilocos Norte","Paoay",100180,"Bacsil ES","Bacsil","PAOAY","2nd District","BACSIL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100181,"Evangelista ES","Paratong","PAOAY","2nd District","PARATONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100183,"Monte ES","Monte","PAOAY","2nd District","MONTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100184,"Mumulaan ES","No. 27 Mumulaan, Paoay, I. Norte","PAOAY","2nd District","MUMULAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100185,"Nagbacalan ES","Nagbacalan","PAOAY","2nd District","NAGBACALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100186,"Nalasin ES","Malate","PAOAY","2nd District","NALASIN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100187,"Nanguyudan Elementary School","24 Nanguyudan Paoay,Ilocos Norte","PAOAY","2nd District","NANGUYUDAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100188,"Paoay CES","Brgy. 18 Veronica, Paoay, Ilocos Norte","PAOAY","2nd District","VERONICA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100189,"Paoay East Central ES","Umayam","PAOAY","2nd District","DOLORES","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100190,"Pasil ES","Pasil","PAOAY","2nd District","PASIL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100191,"Salbang ES","Salbang","PAOAY","2nd District","SALBANG (POB.)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100192,"Sideg Elementary School","Sideg","PAOAY","2nd District","SIDEG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",100193,"Suba ES","Suba","PAOAY","2nd District","SUBA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",150003,"Nagbacalan West ES","22 Nagbacalan","PAOAY","2nd District","NAGBACALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Paoay",300025,"Paoay Lake NHS","Brgy. 22 Nagbacalan, Paoay, Ilocos Norte","PAOAY","2nd District","NAGBACALAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Paoay",320814,"Paoay National High School","#20 Paratong","PAOAY","2nd District","PARATONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Ilocos Norte","Paoay",400016,"Paoay North Institute","Brgy. 11 Cabangaran, Paoay, I. N.","PAOAY","2nd District","CABANGARAN","Private","Partially Urban","Non-Sectarian","JHS with SHS"
"Region I","Ilocos Norte","Paoay",410014,"Paoay Faith Academy Inc.","22 Nagbacalan","PAOAY","2nd District","NAGBACALAN","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Ilocos Norte","Paoay",500345,"Malaguip Integrated School","Masintoc, Paoay, Ilocos Norte","PAOAY","2nd District","MASINTOC","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region I","Ilocos Norte","Pasuquin",100194,"Binsang ES","BINSANG","PASUQUIN","1st District","BINSANG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Pasuquin",100195,"Cababaan ES","Susugaen","PASUQUIN","1st District","SUSUGAEN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Pasuquin",100196,"Caruan ES","Brgy.7 Caruan,Pasuquin,Ilocos Norte","PASUQUIN","1st District","CARUAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Pasuquin",100197,"Carusikis ES","# 31 Carusikis","PASUQUIN","1st District","CARUSIKIS","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Pasuquin",100198,"Dadaeman Elementary School","-Bgy. 21, Dadaeman, Pasuquin, Ilocos Norte","PASUQUIN","1st District","NGABANGAB","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Ilocos Norte","Pasuquin",100199,"Davila ES","Brgy.5 Davila, Pasuquin, Ilocos Norte","PASUQUIN","1st District","DAVILA","Public","Partially Urban","DepED Managed","Purely ES"
